price,address,beds,baths,sqft,link,lot_size
1270000.0,"56 Governor Winthrop Rd #56, Somerville, MA 02145",4,3,2451.0,https://www.zillow.com/homedetails/56-Governor-Winthrop-Rd-56-Somerville-MA-02145/2055561902_zpid/,0
1420000.0,"7 Whitman St #1, Somerville, MA 02144",3,4,2000.0,https://www.zillow.com/homedetails/7-Whitman-St-1-Somerville-MA-02144/2057129897_zpid/,0
1280000.0,"8 Sycamore St #A, Somerville, MA 02143",3,3,2100.0,https://www.zillow.com/homedetails/8-Sycamore-St-A-Somerville-MA-02143/2058099179_zpid/,0
502250.0,"64 Bow St APT B, Somerville, MA 02143",N/A,1,571.0,https://www.zillow.com/homedetails/64-Bow-St-APT-B-Somerville-MA-02143/56332887_zpid/,0
590000.0,"70 Newton St, Somerville, MA 02143",4,2,1488.0,https://www.zillow.com/homedetails/70-Newton-St-Somerville-MA-02143/56333593_zpid/,0
1400000.0,"18 Weston Ave #2, Somerville, MA 02144",3,3,2258.0,https://www.zillow.com/homedetails/18-Weston-Ave-2-Somerville-MA-02144/342279026_zpid/,0
1710000.0,"89 Bromfield Rd, Somerville, MA 02144",6,2,3101.0,https://www.zillow.com/homedetails/89-Bromfield-Rd-Somerville-MA-02144/56326570_zpid/,0
1250000.0,"18 Woodbine St #2, Somerville, MA 02143",3,3,2100.0,https://www.zillow.com/homedetails/18-Woodbine-St-2-Somerville-MA-02143/2054443349_zpid/,0
1120000.0,"54 Governor Winthrop Rd #54, Somerville, MA 02145",4,3,2352.0,https://www.zillow.com/homedetails/54-Governor-Winthrop-Rd-54-Somerville-MA-02145/2055467848_zpid/,0
2570000.0,"46 Browning Rd, Somerville, MA 02145",5,5,4458.0,https://www.zillow.com/homedetails/46-Browning-Rd-Somerville-MA-02145/56330440_zpid/,0
790000.0,"35 Henry St, Medford, MA 02155",4,2,2208.0,https://www.zillow.com/homedetails/35-Henry-St-Medford-MA-02155/56286013_zpid/,0
1880000.0,"64 Chandler St, Somerville, MA 02144",5,5,3002.0,https://www.zillow.com/homedetails/64-Chandler-St-Somerville-MA-02144/56326297_zpid/,0
1050000.0,"56 Gorham St #3, Somerville, MA 02144",2,2,1074.0,https://www.zillow.com/homedetails/56-Gorham-St-3-Somerville-MA-02144/80392195_zpid/,0
1500000.0,"16 Curtis St, Somerville, MA 02144",6,3,3425.0,https://www.zillow.com/homedetails/16-Curtis-St-Somerville-MA-02144/56325321_zpid/,0
750000.0,"5 Myrtle St UNIT 5, Somerville, MA 02145",2,2,976.0,https://www.zillow.com/homedetails/5-Myrtle-St-UNIT-5-Somerville-MA-02145/56334840_zpid/,0
775000.0,"21 Bow St, Somerville, MA 02143",3,1,1140.0,https://www.zillow.com/homedetails/21-Bow-St-Somerville-MA-02143/56537638_zpid/,0
1700000.0,"63 Putnam St #2, Somerville, MA 02143",4,4,2528.0,https://www.zillow.com/homedetails/63-Putnam-St-2-Somerville-MA-02143/2106052863_zpid/,0
1200000.0,"2 Glenwood Rd, Somerville, MA 02145",3,3,2230.0,https://www.zillow.com/homedetails/2-Glenwood-Rd-Somerville-MA-02145/56329512_zpid/,0
1160000.0,"102 Thurston St #A, Somerville, MA 02145",3,3,1959.0,https://www.zillow.com/homedetails/102-Thurston-St-A-Somerville-MA-02145/2060668112_zpid/,0
1030000.0,"23 Benedict St, Somerville, MA 02145",6,3,2549.0,https://www.zillow.com/homedetails/23-Benedict-St-Somerville-MA-02145/56334564_zpid/,0
960000.0,"375 Canal St #601, Somerville, MA 02145",2,2,1092.0,https://www.zillow.com/homedetails/375-Canal-St-601-Somerville-MA-02145/306207275_zpid/,0
1150000.0,"375 Canal St #811, Somerville, MA 02145",2,2,1143.0,https://www.zillow.com/homedetails/375-Canal-St-811-Somerville-MA-02145/306207317_zpid/,0
1220000.0,"22 Sargent Ave, Somerville, MA 02145",6,3,2987.0,https://www.zillow.com/homedetails/22-Sargent-Ave-Somerville-MA-02145/56332564_zpid/,0
1430000.0,"45 Cedar St, Somerville, MA 02143",3,3,2801.0,https://www.zillow.com/homedetails/45-Cedar-St-Somerville-MA-02143/56537236_zpid/,0
1350000.0,"55 Derby St, Somerville, MA 02145",4,4,2438.0,https://www.zillow.com/homedetails/55-Derby-St-Somerville-MA-02145/56332467_zpid/,0
830000.0,"240 Mystic Ave #202, Somerville, MA 02145",3,2,1415.0,https://www.zillow.com/homedetails/240-Mystic-Ave-202-Somerville-MA-02145/2059301847_zpid/,0
1260000.0,"7 Brook St, Somerville, MA 02145",3,3,2404.0,https://www.zillow.com/homedetails/7-Brook-St-Somerville-MA-02145/56333973_zpid/,0
1630000.0,"39 Meacham Rd, Somerville, MA 02144",5,2.5,1855.0,https://www.zillow.com/homedetails/39-Meacham-Rd-Somerville-MA-02144/271379051_zpid/,0
1910000.0,"55 Dover St, Somerville, MA 02144",5,4,4108.0,https://www.zillow.com/homedetails/55-Dover-St-Somerville-MA-02144/56326949_zpid/,0
1220000.0,"19 Howe St, Somerville, MA 02145",3,3,2132.0,https://www.zillow.com/homedetails/19-Howe-St-Somerville-MA-02145/56331627_zpid/,0
475000.0,"41 1/2 Derby St UNIT 2, Somerville, MA 02145",2,1,1050.0,https://www.zillow.com/homedetails/41-1-2-Derby-St-UNIT-2-Somerville-MA-02145/84767225_zpid/,0
479000.0,"41 Derby St, Somerville, MA 02145",N/A,1.5,882.0,https://www.zillow.com/homedetails/41-Derby-St-Somerville-MA-02145/166006365_zpid/,0
790000.0,"384 Prospect St APT 2, Cambridge, MA 02139",2,2,1268.0,https://www.zillow.com/homedetails/384-Prospect-St-APT-2-Cambridge-MA-02139/56425179_zpid/,0
1220000.0,"21 Howe St, Somerville, MA 02145",4,2,2076.0,https://www.zillow.com/homedetails/21-Howe-St-Somerville-MA-02145/56331628_zpid/,0
574000.0,"50 Flint St #3, Somerville, MA 02145",2,2,785.0,https://www.zillow.com/homedetails/50-Flint-St-3-Somerville-MA-02145/116408569_zpid/,0
487000.0,"47 Cedar St #1, Somerville, MA 02144",2,1,696.0,https://www.zillow.com/homedetails/47-Cedar-St-1-Somerville-MA-02144/71008781_zpid/,0
630000.0,"18 Pinckney St, Somerville, MA 02145",4,2,1472.0,https://www.zillow.com/homedetails/18-Pinckney-St-Somerville-MA-02145/56334874_zpid/,0
519000.0,"9 Nashua St #3, Somerville, MA 02145",2,1,713.0,https://www.zillow.com/homedetails/9-Nashua-St-3-Somerville-MA-02145/71142557_zpid/,0
724900.0,"17 Waldo St, Somerville, MA 02143",2,1.5,1048.0,https://www.zillow.com/homedetails/17-Waldo-St-Somerville-MA-02143/166002574_zpid/,0
724900.0,"17-19 Waldo St, Somerville, MA 02143",2,2,1048.0,https://www.zillow.com/homedetails/17-19-Waldo-St-Somerville-MA-02143/2055017747_zpid/,0
609000.0,"37 Bond St #1, Somerville, MA 02145",2,2,1030.0,https://www.zillow.com/homedetails/37-Bond-St-1-Somerville-MA-02145/2055439724_zpid/,0
1560000.0,"80 Heath St, Somerville, MA 02145",2,1,0.0,https://www.zillow.com/homedetails/80-Heath-St-Somerville-MA-02145/2111490296_zpid/,0
599900.0,"15 Myrtle St, Somerville, MA 02145",2,2.5,989.0,https://www.zillow.com/homedetails/15-Myrtle-St-Somerville-MA-02145/166011774_zpid/,0
599900.0,"15 Myrtle St #5, Somerville, MA 02145",2,2,1459.0,https://www.zillow.com/homedetails/15-Myrtle-St-5-Somerville-MA-02145/2054980695_zpid/,0
759900.0,"67 Merriam St #2, Somerville, MA 02143",2,2,824.0,https://www.zillow.com/homedetails/67-Merriam-St-2-Somerville-MA-02143/2055535872_zpid/,0
1150000.0,"79 Ten Hills Rd #2, Somerville, MA 02145",3,3,2618.0,https://www.zillow.com/homedetails/79-Ten-Hills-Rd-2-Somerville-MA-02145/2056935960_zpid/,0
780000.0,"200 Willow Ave #3, Somerville, MA 02144",2,2,1071.0,https://www.zillow.com/homedetails/200-Willow-Ave-3-Somerville-MA-02144/166056584_zpid/,0
1100000.0,"32 Bartlett St, Somerville, MA 02145",5,4,2610.0,https://www.zillow.com/homedetails/32-Bartlett-St-Somerville-MA-02145/56329545_zpid/,0
860000.0,"25 Delaware St, Somerville, MA 02145",5,2,1342.0,https://www.zillow.com/homedetails/25-Delaware-St-Somerville-MA-02145/56334229_zpid/,0
700000.0,"9 Central Rd #1, Somerville, MA 02143",2,1,1076.0,https://www.zillow.com/homedetails/9-Central-Rd-1-Somerville-MA-02143/63010203_zpid/,0
1700000.0,"30 Burnside Ave #30, Somerville, MA 02144",3,4,2570.0,https://www.zillow.com/homedetails/30-Burnside-Ave-30-Somerville-MA-02144/2055847500_zpid/,0
1830000.0,"595 Broadway, Everett, MA 02145",N/A,N/A,7705.0,https://www.zillow.com/homedetails/595-Broadway-Everett-MA-02145/56327362_zpid/,0
575000.0,"45 Pearl St #2, Somerville, MA 02145",2,1,920.0,https://www.zillow.com/homedetails/45-Pearl-St-2-Somerville-MA-02145/60111441_zpid/,0
650000.0,"113 Governor Winthrop Rd UNIT 113, Somerville, MA 02145",2,2,1204.0,https://www.zillow.com/homedetails/113-Governor-Winthrop-Rd-UNIT-113-Somerville-MA-02145/60111648_zpid/,0
650000.0,"113 Governor Winthrop Rd, Somerville, MA 02145",2,1.5,1204.0,https://www.zillow.com/homedetails/113-Governor-Winthrop-Rd-Somerville-MA-02145/166004722_zpid/,0
1270000.0,"67 Victoria St #67, Somerville, MA 02144",3,3,2058.0,https://www.zillow.com/homedetails/67-Victoria-St-67-Somerville-MA-02144/2056572985_zpid/,0
755000.0,"1252 Broadway #5, Somerville, MA 02144",2,2,852.0,https://www.zillow.com/homedetails/1252-Broadway-5-Somerville-MA-02144/2058500428_zpid/,0
653000.0,"33 Jaques St #1, Somerville, MA 02145",3,1,1360.0,https://www.zillow.com/homedetails/33-Jaques-St-1-Somerville-MA-02145/2060370545_zpid/,0
1900000.0,"45 Russell St #1, Somerville, MA 02144",3,3.5,2135.0,https://www.zillow.com/homedetails/45-Russell-St-1-Somerville-MA-02144/71142597_zpid/,0
476773.0,"38 Dane St #1, Somerville, MA 02143",3,2,1794.0,https://www.zillow.com/homedetails/38-Dane-St-1-Somerville-MA-02143/339566678_zpid/,0
1030000.0,"6 Meacham St, Somerville, MA 02145",5,2,2721.0,https://www.zillow.com/homedetails/6-Meacham-St-Somerville-MA-02145/56330244_zpid/,0
1110000.0,"81 Marshall St, Somerville, MA 02145",6,2,3097.0,https://www.zillow.com/homedetails/81-Marshall-St-Somerville-MA-02145/56331658_zpid/,0
788000.0,"360 Washington St #2, Somerville, MA 02143",2,2,1105.0,https://www.zillow.com/homedetails/360-Washington-St-2-Somerville-MA-02143/84767301_zpid/,0
594000.0,"80 Webster Ave UNIT 2G, Somerville, MA 02143",N/A,1,774.0,https://www.zillow.com/homedetails/80-Webster-Ave-UNIT-2G-Somerville-MA-02143/99238964_zpid/,0
630000.0,"395 Alewife Brook Pkwy #2E, Somerville, MA 02144",N/A,1,1022.0,https://www.zillow.com/homedetails/395-Alewife-Brook-Pkwy-2E-Somerville-MA-02144/2060000069_zpid/,0
875000.0,"395 Alewife Brook Pkwy PENTHOUSE A, Somerville, MA 02144",2,2,1106.0,https://www.zillow.com/homedetails/395-Alewife-Brook-Pkwy-PENTHOUSE-A-Somerville-MA-02144/2061636581_zpid/,0
1200000.0,"4 Tannery Brook Row APT 11, Somerville, MA 02144",2,2,1550.0,https://www.zillow.com/homedetails/4-Tannery-Brook-Row-APT-11-Somerville-MA-02144/63010072_zpid/,0
1080000.0,"395 Alewife Brook Pkwy #3F, Somerville, MA 02144",2,2,1504.0,https://www.zillow.com/homedetails/395-Alewife-Brook-Pkwy-3F-Somerville-MA-02144/2059998898_zpid/,0
1260000.0,"38 Chester St #1, Somerville, MA 02144",3,3,1722.0,https://www.zillow.com/homedetails/38-Chester-St-1-Somerville-MA-02144/306207085_zpid/,0
560000.0,"395 Alewife Brook Pkwy #3B, Somerville, MA 02144",N/A,1,818.0,https://www.zillow.com/homedetails/395-Alewife-Brook-Pkwy-3B-Somerville-MA-02144/2065452836_zpid/,0
879000.0,"3 Church St, Somerville, MA 02143",4,2,2192.0,https://www.zillow.com/homedetails/3-Church-St-Somerville-MA-02143/56332858_zpid/,0
819000.0,"223 School St #2, Somerville, MA 02145",3,2,2160.0,https://www.zillow.com/homedetails/223-School-St-2-Somerville-MA-02145/63009971_zpid/,0
965000.0,"10 Josephine Ave #1, Somerville, MA 02144",2,2,1218.0,https://www.zillow.com/homedetails/10-Josephine-Ave-1-Somerville-MA-02144/120576372_zpid/,0
900000.0,"38 Vernon St, Somerville, MA 02145",7,2,2480.0,https://www.zillow.com/homedetails/38-Vernon-St-Somerville-MA-02145/56329580_zpid/,0
1630000.0,"22 White Street Pl #1, Somerville, MA 02144",3,4,2916.0,https://www.zillow.com/homedetails/22-White-Street-Pl-1-Somerville-MA-02144/67715209_zpid/,0
960000.0,"24 Kensington Ave #1, Somerville, MA 02145",4,3,1784.0,https://www.zillow.com/homedetails/24-Kensington-Ave-1-Somerville-MA-02145/339566797_zpid/,0
4000000.0,"325 Alewife Brook Pkwy, Somerville, MA 02144",--,--,0.0,https://www.zillow.com/homedetails/325-Alewife-Brook-Pkwy-Somerville-MA-02144/2099313306_zpid/,0
1300000.0,"106 Hudson St, Somerville, MA 02144",6,3,3408.0,https://www.zillow.com/homedetails/106-Hudson-St-Somerville-MA-02144/56328651_zpid/,0
745000.0,"20 Acadia Park #2, Somerville, MA 02143",2,1,956.0,https://www.zillow.com/homedetails/20-Acadia-Park-2-Somerville-MA-02143/60111555_zpid/,0
710000.0,"400 Washington St PENTHOUSE 4, Somerville, MA 02143",N/A,1,1094.0,https://www.zillow.com/homedetails/400-Washington-St-PENTHOUSE-4-Somerville-MA-02143/71142447_zpid/,0
333000.0,"45 Lowell St, Somerville, MA 02143",2,2,1296.0,https://www.zillow.com/homedetails/45-Lowell-St-Somerville-MA-02143/166001871_zpid/,0
950000.0,"51 Oliver St #1, Somerville, MA 02145",3,2.5,2064.0,https://www.zillow.com/homedetails/51-Oliver-St-1-Somerville-MA-02145/339506710_zpid/,0
1100000.0,"375 Canal St UNIT 915, Somerville, MA 02145",2,2,1004.0,https://www.zillow.com/homedetails/375-Canal-St-UNIT-915-Somerville-MA-02145/2069681576_zpid/,0
1050000.0,"31 Conwell Ave, Somerville, MA 02144",5,2,2126.0,https://www.zillow.com/homedetails/31-Conwell-Ave-Somerville-MA-02144/56325098_zpid/,0
900000.0,"13 Morgan St, Somerville, MA 02143",3,1,1265.0,https://www.zillow.com/homedetails/13-Morgan-St-Somerville-MA-02143/56330043_zpid/,0
875000.0,"23 Wesley St, Somerville, MA 02145",4,2,1511.0,https://www.zillow.com/homedetails/23-Wesley-St-Somerville-MA-02145/56333249_zpid/,0
815000.0,"9 Gilson Ter #3, Somerville, MA 02143",2,1,1063.0,https://www.zillow.com/homedetails/9-Gilson-Ter-3-Somerville-MA-02143/69083036_zpid/,0
870000.0,"593 Somerville Ave #6, Somerville, MA 02143",2,2,981.0,https://www.zillow.com/homedetails/593-Somerville-Ave-6-Somerville-MA-02143/245572530_zpid/,0
1110000.0,"129 Boston Ave #B, Somerville, MA 02144",3,3,1700.0,https://www.zillow.com/homedetails/129-Boston-Ave-B-Somerville-MA-02144/2059349782_zpid/,0
383304.0,"390 Broadway APT 54, Somerville, MA 02145",N/A,1,643.0,https://www.zillow.com/homedetails/390-Broadway-APT-54-Somerville-MA-02145/56330356_zpid/,0
1280000.0,"22 Claremon St #2, Somerville, MA 02144",3,3,1608.0,https://www.zillow.com/homedetails/22-Claremon-St-2-Somerville-MA-02144/84633605_zpid/,0
1250000.0,"15-17 Stanford Ter, Somerville, MA 02143",6,3,2168.0,https://www.zillow.com/homedetails/15-17-Stanford-Ter-Somerville-MA-02143/2062063434_zpid/,0
650000.0,"94 Beacon St APT 11, Somerville, MA 02143",2,1,871.0,https://www.zillow.com/homedetails/94-Beacon-St-APT-11-Somerville-MA-02143/56332177_zpid/,0
805000.0,"77 Knowlton St, Somerville, MA 02145",2,2,1008.0,https://www.zillow.com/homedetails/77-Knowlton-St-Somerville-MA-02145/60111461_zpid/,0
1010000.0,"14 Hillside Park #6, Somerville, MA 02143",2,2,1443.0,https://www.zillow.com/homedetails/14-Hillside-Park-6-Somerville-MA-02143/2059554961_zpid/,0
925000.0,"29 Endicott Ave, Somerville, MA 02144",4,3,2203.0,https://www.zillow.com/homedetails/29-Endicott-Ave-Somerville-MA-02144/56325445_zpid/,0
775000.0,"1 Clark St #5, Somerville, MA 02143",2,2,964.0,https://www.zillow.com/homedetails/1-Clark-St-5-Somerville-MA-02143/60111772_zpid/,0
885000.0,"9 Silvey Pl #3, Somerville, MA 02143",2,2,1077.0,https://www.zillow.com/homedetails/9-Silvey-Pl-3-Somerville-MA-02143/271378809_zpid/,0
1430000.0,"58 Simpson Ave #2, Somerville, MA 02144",4,3,2060.0,https://www.zillow.com/homedetails/58-Simpson-Ave-2-Somerville-MA-02144/2093969636_zpid/,0
970000.0,"37 Berkeley St, Somerville, MA 02143",4,3,2528.0,https://www.zillow.com/homedetails/37-Berkeley-St-Somerville-MA-02143/56330832_zpid/,0
650000.0,"255 Beacon St APT 3B, Somerville, MA 02143",2,2,878.0,https://www.zillow.com/homedetails/255-Beacon-St-APT-3B-Somerville-MA-02143/56329219_zpid/,0
632000.0,"72 Lexington Ave #3, Somerville, MA 02144",2,1,1020.0,https://www.zillow.com/homedetails/72-Lexington-Ave-3-Somerville-MA-02144/66459646_zpid/,0
1310000.0,"50 Bow St UNIT 11, Somerville, MA 02143",3,3,1810.0,https://www.zillow.com/homedetails/50-Bow-St-UNIT-11-Somerville-MA-02143/71005543_zpid/,0
1160000.0,"27-1 Central Rd, Somerville, MA 02143",4,3,2220.0,https://www.zillow.com/homedetails/27-1-Central-Rd-Somerville-MA-02143/2057993426_zpid/,0
1000000.0,"44-46 Sycamore St, Somerville, MA 02143",6,3,2806.0,https://www.zillow.com/homedetails/44-46-Sycamore-St-Somerville-MA-02143/2062073476_zpid/,0
865000.0,"124 Highland Ave #202, Somerville, MA 02143",2,1,905.0,https://www.zillow.com/homedetails/124-Highland-Ave-202-Somerville-MA-02143/2061674339_zpid/,0
1020000.0,"277 Summer St, Somerville, MA 02144",2,1,1160.0,https://www.zillow.com/homedetails/277-Summer-St-Somerville-MA-02144/56327955_zpid/,0
1020000.0,"751 Somerville Ave #2, Somerville, MA 02143",2,3,1447.0,https://www.zillow.com/homedetails/751-Somerville-Ave-2-Somerville-MA-02143/67093309_zpid/,0
840000.0,"10 Allen Ct #1, Somerville, MA 02143",2,2,1168.0,https://www.zillow.com/homedetails/10-Allen-Ct-1-Somerville-MA-02143/306207155_zpid/,0
